state,year,total_budget_crore,health_allocation_crore,health_allocation_pct,education_allocation_crore,education_allocation_pct,agriculture_allocation_crore,agriculture_allocation_pct,infrastructure_allocation_crore,infrastructure_allocation_pct,rural_dev_allocation_crore,rural_dev_allocation_pct,defence_allocation_crore,defence_allocation_pct,social_welfare_allocation_crore,social_welfare_allocation_pct,water_allocation_crore,water_allocation_pct,energy_allocation_crore,energy_allocation_pct,urban_allocation_crore,urban_allocation_pct,admin_allocation_crore,admin_allocation_pct
Tripura,2024,42654,3344.07,7.84,8023.22,18.81,2934.6,6.88,7212.79,16.91,3779.14,8.86,1800.0,4.22,3868.72,9.07,1863.98,4.37,3506.16,8.22,2213.74,5.19,4111.85,9.64
Uttar Pradesh,1995,106050,7031.11,6.63,20361.6,19.2,14804.58,13.96,14687.92,13.85,9353.61,8.82,5249.48,4.95,7328.06,6.91,2799.72,2.64,8027.98,7.57,5769.12,5.44,10636.82,10.03
Uttar Pradesh,1996,112266,8105.61,7.22,22778.77,20.29,13505.6,12.03,13191.25,11.75,12607.47,11.23,3199.58,2.85,9508.93,8.47,4355.92,3.88,5882.74,5.24,8790.43,7.83,10350.93,9.22
Uttar Pradesh,1997,126146,9965.53,7.9,22012.48,17.45,18808.37,14.91,14405.87,11.42,9221.27,7.31,3279.8,2.6,12362.31,9.8,3834.84,3.04,9259.12,7.34,8376.09,6.64,14620.32,11.59
Uttar Pradesh,1998,119043,8380.63,7.04,20058.75,16.85,10809.1,9.08,23034.82,19.35,12904.26,10.84,5130.75,4.31,7404.47,6.22,3499.86,2.94,7868.74,6.61,10809.1,9.08,9130.6,7.67
Uttar Pradesh,1999,145708,9121.32,6.26,23692.12,16.26,16465.0,11.3,21491.93,14.75,17951.23,12.32,5770.04,3.96,12108.33,8.31,9718.72,6.67,8698.77,5.97,8028.51,5.51,12662.03,8.69
Uttar Pradesh,2000,148108,13566.69,9.16,30080.73,20.31,13922.15,9.4,24230.47,16.36,16143.77,10.9,3065.84,2.07,8975.34,6.06,7020.32,4.74,9967.67,6.73,6413.08,4.33,14736.75,9.95
Uttar Pradesh,2001,171620,15068.24,8.78,28540.41,16.63,23872.34,13.91,24661.79,14.37,12202.18,7.11,4994.14,2.91,11944.75,6.96,10297.2,6.0,14690.67,8.56,10434.5,6.08,14930.94,8.7
Uttar Pradesh,2002,176353,14584.39,8.27,24107.46,13.67,20315.87,11.52,35711.48,20.25,16189.21,9.18,7459.73,4.23,16136.3,9.15,6630.87,3.76,11339.5,6.43,11515.85,6.53,12379.98,7.02
Uttar Pradesh,2003,196291,18628.02,9.49,32839.48,16.73,26518.91,13.51,28697.74,14.62,18058.77,9.2,2630.3,1.34,20708.7,10.55,11895.23,6.06,15055.52,7.67,8303.11,4.23,12955.21,6.6
Uttar Pradesh,2004,224588,23896.16,10.64,40695.35,18.12,17630.16,7.85,32003.79,14.25,22975.35,10.23,6176.17,2.75,13340.53,5.94,13093.48,5.83,20774.39,9.25,18483.59,8.23,15519.03,6.91
Uttar Pradesh,2005,213086,14191.53,6.66,44641.52,20.95,23034.6,10.81,26614.44,12.49,22778.89,10.69,9674.1,4.54,14958.64,7.02,7969.42,3.74,21649.54,10.16,8246.43,3.87,19348.21,9.08
Uttar Pradesh,2006,254615,19707.2,7.74,40636.55,15.96,35544.25,13.96,34551.26,13.57,21107.58,8.29,6212.61,2.44,24544.89,9.64,17339.28,6.81,22253.35,8.74,12399.75,4.87,20343.74,7.99
Uttar Pradesh,2007,259120,27052.13,10.44,48818.21,18.84,30990.75,11.96,35188.5,13.58,25912.0,10.0,8654.61,3.34,23605.83,9.11,10960.78,4.23,16298.65,6.29,15754.5,6.08,15832.23,6.11
Uttar Pradesh,2008,302694,29240.24,9.66,44253.86,14.62,37534.06,12.4,45555.45,15.05,27181.92,8.98,6871.15,2.27,27030.57,8.93,17980.02,5.94,21975.58,7.26,20885.89,6.9,24185.25,7.99
Uttar Pradesh,2009,320742,22933.05,7.15,61486.24,19.17,34896.73,10.88,35987.25,11.22,31913.83,9.95,11771.23,3.67,17769.11,5.54,12733.46,3.97,28802.63,8.98,28770.56,8.97,33613.76,10.48
Uttar Pradesh,2010,303101,31643.74,10.44,62832.84,20.73,28218.7,9.31,46950.34,15.49,21732.34,7.17,13457.68,4.44,19731.88,6.51,15579.39,5.14,20459.32,6.75,14973.19,4.94,27521.57,9.08
Uttar Pradesh,2011,352529,22315.09,6.33,70082.77,19.88,32573.68,9.24,60035.69,17.03,29259.91,8.3,13748.63,3.9,34618.35,9.82,12409.02,3.52,30775.78,8.73,18366.76,5.21,28343.33,8.04
Uttar Pradesh,2012,419582,40028.12,9.54,68643.62,16.36,41119.04,9.8,65706.54,15.66,39021.13,9.3,18713.36,4.46,39021.13,9.3,17748.32,4.23,22405.68,5.34,21314.77,5.08,45902.27,10.94
Uttar Pradesh,2013,406995,40658.8,9.99,71875.32,17.66,27024.47,6.64,75416.17,18.53,29507.14,7.25,6552.62,1.61,23035.92,5.66,24419.7,6.0,30076.93,7.39,30728.12,7.55,47659.11,11.71
Uttar Pradesh,2014,480338,50579.59,10.53,75461.1,15.71,66430.75,13.83,55190.84,11.49,55575.11,11.57,19213.52,4.0,35833.21,7.46,12873.06,2.68,37898.67,7.89,20318.3,4.23,50915.83,10.6
Uttar Pradesh,2015,445354,45025.29,10.11,80876.29,18.16,55535.64,12.47,78515.91,17.63,33713.3,7.57,15810.07,3.55,30061.4,6.75,25340.64,5.69,32154.56,7.22,19372.9,4.35,28903.47,6.49
Uttar Pradesh,2016,523267,42332.3,8.09,82728.51,15.81,40029.93,7.65,94763.65,18.11,59076.84,11.29,10308.36,1.97,45157.94,8.63,25430.78,4.86,43588.14,8.33,24907.51,4.76,54995.36,10.51
Uttar Pradesh,2017,616504,53327.6,8.65,110970.72,18.0,68246.99,11.07,66335.83,10.76,45806.25,7.43,24660.16,4.0,66089.23,10.72,30393.65,4.93,46237.8,7.5,48950.42,7.94,55547.01,9.01
Uttar Pradesh,2018,610339,57799.1,9.47,134640.78,22.06,74522.39,12.21,76109.27,12.47,44676.81,7.32,19042.58,3.12,49193.32,8.06,18493.27,3.03,36071.03,5.91,51268.48,8.4,48521.95,7.95
Uttar Pradesh,2019,612558,47350.73,7.73,119326.3,19.48,54578.92,8.91,72955.66,11.91,72281.84,11.8,28116.41,4.59,39203.71,6.4,30627.9,5.0,31853.02,5.2,48392.08,7.9,67993.94,11.1
Uttar Pradesh,2020,654372,61969.03,9.47,137810.74,21.06,87816.72,13.42,91481.21,13.98,53331.32,8.15,8899.46,1.36,57126.68,8.73,17733.48,2.71,44824.48,6.85,50844.7,7.77,42468.74,6.49
Uttar Pradesh,2021,706722,60848.76,8.61,116538.46,16.49,63887.67,9.04,122898.96,17.39,49611.88,7.02,22968.47,3.25,66785.23,9.45,41555.25,5.88,57880.53,8.19,56679.1,8.02,46997.01,6.65
Uttar Pradesh,2022,763259,84569.1,11.08,155704.84,20.4,83118.91,10.89,118305.15,15.5,43429.44,5.69,33049.11,4.33,73349.19,9.61,31751.57,4.16,54038.74,7.08,27782.63,3.64,58236.66,7.63
Uttar Pradesh,2023,987372,92812.97,9.4,161237.85,16.33,72176.89,7.31,165779.76,16.79,113449.04,11.49,31497.17,3.19,75928.91,7.69,62599.38,6.34,108512.18,10.99,42457.0,4.3,61019.59,6.18
Uttar Pradesh,2024,1027230,111762.62,10.88,184798.68,17.99,129533.7,12.61,158193.42,15.4,102209.38,9.95,31227.79,3.04,50128.82,4.88,50539.72,4.92,79713.05,7.76,55470.42,5.4,73549.67,7.16
Uttarakhand,1995,9068,697.33,7.69,1936.02,21.35,1339.34,14.77,1233.25,13.6,672.85,7.42,260.25,2.87,483.32,5.33,304.68,3.36,715.47,7.89,440.7,4.86,984.78,10.86
Uttarakhand,1996,11372,1198.61,10.54,2181.15,19.18,1784.27,15.69,1213.39,10.67,1285.04,11.3,514.01,4.52,655.03,5.76,355.94,3.13,705.06,6.2,474.21,4.17,1004.15,8.83
Uttarakhand,1997,11714,851.61,7.27,1991.38,17.0,1478.31,12.62,1892.98,16.16,897.29,7.66,196.8,1.68,839.89,7.17,581.01,4.96,957.03,8.17,951.18,8.12,1075.35,9.18
Uttarakhand,1998,13265,841.0,6.34,2541.57,19.16,1857.1,14.0,2281.58,17.2,1034.67,7.8,474.89,3.58,1062.53,8.01,448.36,3.38,1087.73,8.2,802.53,6.05,830.39,6.26
Uttarakhand,1999,14326,1442.63,10.07,2830.82,19.76,1297.94,9.06,1796.48,12.54,1061.56,7.41,733.49,5.12,961.27,6.71,789.36,5.51,902.54,6.3,838.07,5.85,1671.84,11.67
Uttarakhand,2000,13323,1554.79,11.67,2693.91,20.22,1624.07,12.19,1977.13,14.84,947.27,7.11,425.0,3.19,708.78,5.32,480.96,3.61,941.94,7.07,1072.5,8.05,896.64,6.73
Uttarakhand,2001,14853,1460.05,9.83,2833.95,19.08,2193.79,14.77,2201.21,14.82,1036.74,6.98,322.31,2.17,977.33,6.58,653.53,4.4,836.22,5.63,839.19,5.65,1495.7,10.07
Uttarakhand,2002,16208,813.64,5.02,2766.71,17.07,2045.45,12.62,2795.88,17.25,1734.26,10.7,624.01,3.85,1262.6,7.79,776.36,4.79,974.1,6.01,1149.15,7.09,1265.84,7.81
Uttarakhand,2003,17866,1777.67,9.95,3596.43,20.13,1193.45,6.68,1959.9,10.97,1532.9,8.58,698.56,3.91,1632.95,9.14,1011.22,5.66,1711.56,9.58,1071.96,6.0,1682.98,9.42
Uttarakhand,2004,19685,1799.21,9.14,3001.96,15.25,1958.66,9.95,3568.89,18.13,2458.66,12.49,358.27,1.82,1043.31,5.3,1124.01,5.71,1992.12,10.12,852.36,4.33,1527.56,7.76
Uttarakhand,2005,21260,1651.9,7.77,3646.09,17.15,2485.29,11.69,2906.24,13.67,2215.29,10.42,895.05,4.21,2149.39,10.11,1020.48,4.8,1201.19,5.65,1407.41,6.62,1681.67,7.91
Uttarakhand,2006,21597,1475.08,6.83,3861.54,17.88,2189.94,10.14,3179.08,14.72,2665.07,12.34,660.87,3.06,2228.81,10.32,719.18,3.33,1146.8,5.31,1831.43,8.48,1639.21,7.59
Uttarakhand,2007,25043,2171.23,8.67,3911.72,15.62,2203.78,8.8,4973.54,19.86,2246.36,8.97,1269.68,5.07,1632.8,6.52,1369.85,5.47,1615.27,6.45,1925.81,7.69,1720.45,6.87
Uttarakhand,2008,24395,1505.17,6.17,5013.17,20.55,3425.06,14.04,3927.6,16.1,1619.83,6.64,978.24,4.01,1336.85,5.48,1285.62,5.27,1566.16,6.42,1251.46,5.13,2485.85,10.19
Uttarakhand,2009,30642,2527.97,8.25,6428.69,20.98,3597.37,11.74,4222.47,13.78,2108.17,6.88,910.07,2.97,2564.74,8.37,1060.21,3.46,2071.4,6.76,1755.79,5.73,3398.2,11.09
Uttarakhand,2010,30310,2882.48,9.51,6431.78,21.22,2173.23,7.17,3843.31,12.68,3237.11,10.68,724.41,2.39,2188.38,7.22,1433.66,4.73,2130.79,7.03,2494.51,8.23,2773.36,9.15
Uttarakhand,2011,31065,1882.54,6.06,6843.62,22.03,4268.33,13.74,3075.43,9.9,3019.52,9.72,1282.98,4.13,2457.24,7.91,1627.81,5.24,2261.53,7.28,2000.59,6.44,2342.3,7.54
Uttarakhand,2012,33911,3865.85,11.4,4771.28,14.07,4330.43,12.77,4747.54,14.0,4293.13,12.66,532.4,1.57,1885.45,5.56,2065.18,6.09,2105.87,6.21,2153.35,6.35,3160.51,9.32
Uttarakhand,2013,39351,3360.58,8.54,8055.15,20.47,5253.36,13.35,5875.1,14.93,2526.33,6.42,1164.79,2.96,3183.5,8.09,1597.65,4.06,2439.76,6.2,3045.77,7.74,2849.01,7.24
Uttarakhand,2014,39974,3078.0,7.7,8530.45,21.34,3757.56,9.4,5812.22,14.54,4361.16,10.91,675.56,1.69,2598.31,6.5,2094.64,5.24,3753.56,9.39,2222.55,5.56,3089.99,7.73
Uttarakhand,2015,45444,5076.09,11.17,8611.64,18.95,4903.41,10.79,6148.57,13.53,3762.76,8.28,1436.03,3.16,4312.64,9.49,1263.34,2.78,3262.88,7.18,3240.16,7.13,3417.39,7.52
Uttarakhand,2016,50061,3674.48,7.34,8405.24,16.79,4485.47,8.96,6728.2,13.44,3464.22,6.92,1446.76,2.89,5711.96,11.41,2387.91,4.77,4180.09,8.35,3899.75,7.79,5676.92,11.34
Uttarakhand,2017,57247,3852.72,6.73,8982.05,15.69,5089.26,8.89,9256.84,16.17,7184.5,12.55,2404.37,4.2,3446.27,6.02,1562.84,2.73,4264.9,7.45,4287.8,7.49,6915.44,12.08
Uttarakhand,2018,53239,5536.86,10.4,10802.19,20.29,6612.28,12.42,6324.79,11.88,4094.08,7.69,1559.9,2.93,4413.51,8.29,1378.89,2.59,4429.48,8.32,3849.18,7.23,4243.15,7.97
Uttarakhand,2019,63063,8223.42,13.04,9345.94,14.82,8223.42,13.04,8765.76,13.9,5852.25,9.28,1803.6,2.86,5051.35,8.01,3638.74,5.77,4174.77,6.62,3972.97,6.3,4004.5,6.35
Uttarakhand,2020,62766,6552.77,10.44,13400.54,21.35,8341.6,13.29,6251.49,9.96,6841.49,10.9,2008.51,3.2,4217.88,6.72,2849.58,4.54,3979.36,6.34,3427.02,5.46,4895.75,7.8
Uttarakhand,2021,73557,9371.16,12.74,11298.36,15.36,6620.13,9.0,10033.17,13.64,7311.57,9.94,3449.82,4.69,6450.95,8.77,4236.88,5.76,5340.24,7.26,4008.86,5.45,5435.86,7.39
Uttarakhand,2022,73211,5381.01,7.35,15820.9,21.61,8982.99,12.27,14093.12,19.25,5359.05,7.32,2269.54,3.1,6098.48,8.33,3411.63,4.66,3894.83,5.32,3667.87,5.01,4231.6,5.78
Uttarakhand,2023,79909,6664.41,8.34,16229.52,20.31,6168.97,7.72,13472.66,16.86,8726.06,10.92,2860.74,3.58,7567.38,9.47,3516.0,4.4,4003.44,5.01,3364.17,4.21,7335.65,9.18
Uttarakhand,2024,95386,6123.78,6.42,20441.22,21.43,12829.42,13.45,13487.58,14.14,9843.84,10.32,1116.02,1.17,8937.67,9.37,2279.73,2.39,5265.31,5.52,7411.49,7.77,7649.96,8.02
West Bengal,1995,51975,4168.4,8.02,10519.74,20.24,4459.45,8.58,5613.3,10.8,5389.81,10.37,2229.73,4.29,3929.31,7.56,2084.2,4.01,3191.26,6.14,4080.04,7.85,6299.37,12.12
West Bengal,1996,56133,3339.91,5.95,9290.01,16.55,4002.28,7.13,10350.93,18.44,6230.76,11.1,1425.78,2.54,4715.17,8.4,2043.24,3.64,4703.95,8.38,3643.03,6.49,6387.94,11.38
West Bengal,1997,60046,3842.94,6.4,11871.09,19.77,5446.17,9.07,10484.03,17.46,6082.66,10.13,1321.01,2.2,5566.26,9.27,2702.07,4.5,5091.9,8.48,2131.63,3.55,5500.21,9.16
West Bengal,1998,56120,3339.14,5.95,9091.44,16.2,8013.94,14.28,9248.58,16.48,4371.75,7.79,998.94,1.78,5572.72,9.93,2901.4,5.17,3541.17,6.31,2620.8,4.67,6420.13,11.44
West Bengal,1999,73405,8514.98,11.6,16251.87,22.14,5035.58,6.86,8566.36,11.67,7810.29,10.64,1636.93,2.23,4903.45,6.68,3259.18,4.44,5064.94,6.9,4536.43,6.18,7824.97,10.66
West Bengal,2000,74914,6667.35,8.9,15499.71,20.69,6255.32,8.35,10398.06,13.88,6157.93,8.22,1880.34,2.51,6427.62,8.58,4389.96,5.86,5566.11,7.43,4427.42,5.91,7244.18,9.67
West Bengal,2001,72266,4401.0,6.09,15710.63,21.74,9307.86,12.88,9329.54,12.91,8917.62,12.34,1792.2,2.48,6619.57,9.16,2124.62,2.94,5304.32,7.34,3873.46,5.36,4877.95,6.75
West Bengal,2002,88228,8046.39,9.12,16913.31,19.17,8584.58,9.73,14769.37,16.74,7622.9,8.64,2293.93,2.6,5284.86,5.99,2937.99,3.33,6167.14,6.99,6705.33,7.6,8902.21,10.09
West Bengal,2003,83375,8612.64,10.33,13014.84,15.61,7528.76,9.03,11597.46,13.91,7512.09,9.01,2292.81,2.75,8921.12,10.7,2918.12,3.5,7203.6,8.64,4543.94,5.45,9221.27,11.06
West Bengal,2004,94993,7998.41,8.42,18485.64,19.46,7589.94,7.99,11874.12,12.5,10002.76,10.53,4721.15,4.97,8701.36,9.16,3676.23,3.87,7893.92,8.31,3790.22,3.99,10259.24,10.8
West Bengal,2005,113279,6774.08,5.98,22078.08,19.49,15575.86,13.75,19325.4,17.06,10614.24,9.37,4044.06,3.57,9017.01,7.96,4225.31,3.73,6547.53,5.78,4961.62,4.38,10093.16,8.91
West Bengal,2006,123495,8718.75,7.06,25921.6,20.99,17375.75,14.07,16276.64,13.18,9299.17,7.53,4890.4,3.96,13300.41,10.77,3223.22,2.61,6236.5,5.05,10336.53,8.37,7916.03,6.41
West Bengal,2007,122156,11873.56,9.72,20058.02,16.42,12020.15,9.84,16649.86,13.63,14988.54,12.27,2943.96,2.41,9063.98,7.42,4006.72,3.28,12081.23,9.89,9503.74,7.78,8966.25,7.34
West Bengal,2008,141352,11378.84,8.05,21471.37,15.19,10460.05,7.4,26121.85,18.48,16693.67,11.81,4268.83,3.02,7717.82,5.46,8509.39,6.02,12170.41,8.61,6841.44,4.84,15718.34,11.12
West Bengal,2009,154115,11928.5,7.74,32718.61,21.23,15134.09,9.82,22285.03,14.46,15904.67,10.32,2250.08,1.46,11296.63,7.33,5486.49,3.56,10649.35,6.91,11820.62,7.67,14610.1,9.48
West Bengal,2010,150741,9722.79,6.45,34459.39,22.86,16641.81,11.04,22113.7,14.67,17772.36,11.79,4838.79,3.21,9722.79,6.45,3813.75,2.53,11169.91,7.41,8516.87,5.65,11938.69,7.92
West Bengal,2011,171280,11304.48,6.6,26651.17,15.56,25041.14,14.62,23653.77,13.81,13034.41,7.61,4470.41,2.61,14438.9,8.43,8324.21,4.86,11287.35,6.59,13205.69,7.71,19885.61,11.61
West Bengal,2012,168499,12081.38,7.17,37642.68,22.34,17860.89,10.6,21180.32,12.57,12098.23,7.18,6032.26,3.58,13496.77,8.01,8829.35,5.24,13277.72,7.88,8323.85,4.94,17641.85,10.47
West Bengal,2013,187913,16141.73,8.59,33974.67,18.08,15108.21,8.04,26401.78,14.05,19561.74,10.41,5543.43,2.95,10072.14,5.36,10166.09,5.41,17532.28,9.33,15446.45,8.22,17964.48,9.56
West Bengal,2014,205082,20200.58,9.85,33284.81,16.23,24507.3,11.95,29839.43,14.55,22866.64,11.15,9802.92,4.78,10848.84,5.29,5701.28,2.78,16734.69,8.16,11074.43,5.4,20200.58,9.85
West Bengal,2015,214567,23237.61,10.83,32764.38,15.27,21413.79,9.98,41947.85,19.55,13818.11,6.44,6029.33,2.81,12895.48,6.01,11715.36,5.46,15813.59,7.37,15942.33,7.43,18967.72,8.84
West Bengal,2016,244191,19486.44,7.98,43368.32,17.76,21073.68,8.63,45907.91,18.8,25005.16,10.24,7667.6,3.14,21146.94,8.66,9279.26,3.8,19706.21,8.07,10646.73,4.36,20878.33,8.55
West Bengal,2017,252962,24183.17,9.56,49782.92,19.68,25574.46,10.11,29621.85,11.71,21628.25,8.55,11282.11,4.46,25574.46,10.11,12319.25,4.87,21931.81,8.67,10472.63,4.14,20591.11,8.14
West Bengal,2018,310982,23043.77,7.41,64155.59,20.63,26806.65,8.62,37846.51,12.17,43755.17,14.07,8583.1,2.76,21893.13,7.04,18068.05,5.81,27242.02,8.76,19125.39,6.15,20462.62,6.58
West Bengal,2019,310750,23492.7,7.56,55033.82,17.71,35021.53,11.27,38564.07,12.41,31976.17,10.29,14853.85,4.78,21099.92,6.79,17526.3,5.64,29365.88,9.45,20975.62,6.75,22840.12,7.35
West Bengal,2020,345780,32779.94,9.48,59958.25,17.34,39660.97,11.47,59854.52,17.31,24308.33,7.03,6569.82,1.9,34508.84,9.98,12828.44,3.71,22786.9,6.59,15387.21,4.45,37136.77,10.74
West Bengal,2021,373442,39622.2,10.61,60460.26,16.19,45111.79,12.08,55269.42,14.8,27709.4,7.42,14825.65,3.97,36261.22,9.71,17402.4,4.66,25543.43,6.84,15908.63,4.26,35327.61,9.46
West Bengal,2022,434950,31881.83,7.33,97602.78,22.44,33099.69,7.61,51150.12,11.76,51411.09,11.82,10830.25,2.49,46539.65,10.7,11874.14,2.73,33230.18,7.64,26140.49,6.01,41233.26,9.48
West Bengal,2023,414231,41050.29,9.91,64164.38,15.49,46352.45,11.19,57288.15,13.83,36038.1,8.7,12592.62,3.04,28913.32,6.98,18557.55,4.48,31812.94,7.68,33966.94,8.2,43494.25,10.5
West Bengal,2024,502714,55549.9,11.05,98883.84,19.67,54443.93,10.83,80333.7,15.98,42579.88,8.47,13472.74,2.68,43333.95,8.62,22169.69,4.41,33983.47,6.76,25889.77,5.15,32022.88,6.37
Delhi,1995,10647,742.1,6.97,1748.24,16.42,1233.99,11.59,1761.01,16.54,772.97,7.26,340.7,3.2,1144.55,10.75,613.27,5.76,703.77,6.61,473.79,4.45,1112.61,10.45
Delhi,1996,11372,1023.48,9.0,2331.26,20.5,824.47,7.25,1713.76,15.07,893.84,7.86,344.57,3.03,862.0,7.58,777.84,6.84,1051.91,9.25,511.74,4.5,1037.13,9.12
Delhi,1997,13647,676.89,4.96,2453.73,17.98,1060.37,7.77,2037.5,14.93,1544.84,11.32,543.15,3.98,1303.29,9.55,749.22,5.49,1251.43,9.17,866.58,6.35,1158.63,8.49
Delhi,1998,14591,1564.16,10.72,2966.35,20.33,1955.19,13.4,1526.22,10.46,944.04,6.47,675.56,4.63,875.46,6.0,773.32,5.3,1373.01,9.41,647.84,4.44,1286.93,8.82
Delhi,1999,17032,1030.44,6.05,3520.51,20.67,1251.85,7.35,2020.0,11.86,1776.44,10.43,909.51,5.34,1142.85,6.71,883.96,5.19,936.76,5.5,1461.35,8.58,2098.34,12.32
Delhi,2000,16503,1417.61,8.59,3180.13,19.27,1655.25,10.03,2825.31,17.12,1378.0,8.35,694.78,4.21,1094.15,6.63,820.2,4.97,1214.62,7.36,592.46,3.59,1632.15,9.89
Delhi,2001,18566,2066.4,11.13,2853.59,15.37,2107.24,11.35,2653.08,14.29,1557.69,8.39,655.38,3.53,1264.34,6.81,1102.82,5.94,1912.3,10.3,783.49,4.22,1609.67,8.67
Delhi,2002,19450,1466.53,7.54,3604.09,18.53,2388.46,12.28,3032.26,15.59,1771.89,9.11,326.76,1.68,1077.53,5.54,1013.35,5.21,1147.55,5.9,1297.32,6.67,2328.16,11.97
Delhi,2003,22739,2396.69,10.54,3488.16,15.34,2189.77,9.63,2485.37,10.93,2476.28,10.89,500.26,2.2,2353.49,10.35,1130.13,4.97,2187.49,9.62,1080.1,4.75,2453.54,10.79
Delhi,2004,21751,1442.09,6.63,4922.25,22.63,1909.74,8.78,2788.48,12.82,2011.97,9.25,513.32,2.36,1509.52,6.94,1422.52,6.54,1439.92,6.62,1276.78,5.87,2512.24,11.55
Delhi,2005,23996,2025.26,8.44,4410.46,18.38,2169.24,9.04,3827.36,15.95,2114.05,8.81,842.26,3.51,2378.0,9.91,614.3,2.56,2140.44,8.92,1322.18,5.51,2154.84,8.98
Delhi,2006,25643,2413.01,9.41,3990.05,15.56,3197.68,12.47,4300.33,16.77,1807.83,7.05,928.28,3.62,1951.43,7.61,1343.69,5.24,2148.88,8.38,1005.21,3.92,2556.61,9.97
Delhi,2007,27989,2776.51,9.92,4341.09,15.51,2325.89,8.31,5309.51,18.97,2373.47,8.48,568.18,2.03,2773.71,9.91,1248.31,4.46,2205.53,7.88,2141.16,7.65,1925.64,6.88
Delhi,2008,33092,3382.0,10.22,7631.02,23.06,2194.0,6.63,4930.71,14.9,2892.24,8.74,1274.04,3.85,1952.43,5.9,2055.01,6.21,2266.8,6.85,2111.27,6.38,2402.48,7.26
Delhi,2009,30929,3399.1,10.99,5573.41,18.02,3507.35,11.34,4459.96,14.42,2718.66,8.79,1360.88,4.4,2044.41,6.61,1212.42,3.92,2078.43,6.72,2217.61,7.17,2362.98,7.64
Delhi,2010,40455,4106.18,10.15,7573.18,18.72,5081.15,12.56,5416.92,13.39,3187.85,7.88,1492.79,3.69,3940.32,9.74,1436.15,3.55,1844.75,4.56,2269.53,5.61,4114.27,10.17
Delhi,2011,43290,4567.1,10.55,8696.96,20.09,3030.3,7.0,7480.51,17.28,4151.51,9.59,658.01,1.52,2688.31,6.21,2311.69,5.34,3735.93,8.63,2008.66,4.64,3956.71,9.14
Delhi,2012,45888,4978.85,10.85,8489.28,18.5,3492.08,7.61,6401.38,13.95,6561.98,14.3,1326.16,2.89,3069.91,6.69,1890.59,4.12,3354.41,7.31,2344.88,5.11,3983.08,8.68
Delhi,2013,48624,5178.46,10.65,7877.09,16.2,4731.12,9.73,6102.31,12.55,4167.08,8.57,1735.88,3.57,4244.88,8.73,2688.91,5.53,3782.95,7.78,3588.45,7.38,4531.76,9.32
Delhi,2014,53018,3753.67,7.08,8276.11,15.61,7141.52,13.47,6266.73,11.82,6128.88,11.56,2550.17,4.81,5598.7,10.56,2894.78,5.46,3939.24,7.43,3165.17,5.97,3308.32,6.24
Delhi,2015,54533,5496.93,10.08,9908.65,18.17,4139.05,7.59,8125.42,14.9,5584.18,10.24,1330.61,2.44,3599.18,6.6,2824.81,5.18,4068.16,7.46,3795.5,6.96,5665.98,10.39
Delhi,2016,60663,4883.37,8.05,10682.75,17.61,5514.27,9.09,9772.81,16.11,5702.32,9.4,2517.51,4.15,5217.02,8.6,2426.52,4.0,4725.65,7.79,5356.54,8.83,3864.23,6.37
Delhi,2017,69332,6212.15,8.96,10697.93,15.43,8430.77,12.16,12646.16,18.24,6309.21,9.1,1074.65,1.55,6406.28,9.24,1982.9,2.86,6420.14,9.26,5352.43,7.72,3792.46,5.47
Delhi,2018,65948,6370.58,9.66,11296.89,17.13,6502.47,9.86,9450.35,14.33,7788.46,11.81,1754.22,2.66,6245.28,9.47,2314.77,3.51,3996.45,6.06,4405.33,6.68,5823.21,8.83
Delhi,2019,78643,7180.11,9.13,13668.15,17.38,8013.72,10.19,10294.37,13.09,7408.17,9.42,2013.26,2.56,7644.1,9.72,4765.77,6.06,5913.95,7.52,4364.69,5.55,7376.71,9.38
Delhi,2020,74518,6438.36,8.64,17362.69,23.3,8465.24,11.36,8882.55,11.92,8405.63,11.28,2950.91,3.96,5812.4,7.8,1997.08,2.68,4754.25,6.38,3234.08,4.34,6214.8,8.34
Delhi,2021,83941,10551.38,12.57,18173.23,21.65,7328.05,8.73,11583.86,13.8,7017.47,8.36,3743.77,4.46,7260.9,8.65,2753.26,3.28,5875.87,7.0,3324.06,3.96,6320.76,7.53
Delhi,2022,96264,10743.06,11.16,18319.04,19.03,6786.61,7.05,17933.98,18.63,8047.67,8.36,1607.61,1.67,5766.21,5.99,5390.78,5.6,8423.1,8.75,6083.88,6.32,7171.67,7.45
Delhi,2023,110021,11376.17,10.34,17174.28,15.61,13873.65,12.61,18890.61,17.17,11145.13,10.13,3311.63,3.01,8097.55,7.36,2871.55,2.61,7063.35,6.42,4620.88,4.2,11629.22,10.57
Delhi,2024,112282,13002.26,11.58,19132.85,17.04,15640.88,13.93,11385.39,10.14,12710.32,11.32,4289.17,3.82,8061.85,7.18,2728.45,2.43,10285.03,9.16,5310.94,4.73,9746.08,8.68
Jammu & Kashmir,1995,17820,1960.2,11.0,3227.2,18.11,1391.74,7.81,2282.74,12.81,1509.35,8.47,457.97,2.57,1573.51,8.83,1092.37,6.13,1193.94,6.7,1486.19,8.34,1646.57,9.24
Jammu & Kashmir,1996,17642,1633.65,9.26,2819.19,15.98,2127.63,12.06,2960.33,16.78,1326.68,7.52,626.29,3.55,1460.76,8.28,984.42,5.58,1395.48,7.91,850.34,4.82,1458.99,8.27
